xmin,ymin,x,y,xmax,ymax,x1min,y1min,x1,y1,x1max,y1max,x2min,y2min,x2,y2,x2max,y2max,output
0.59,0.96,0.59,0.96,0.59,0.96,0.58,0.89,0.59,0.89,0.60,0.89,0.59,0.89,0.59,0.89,0.60,0.89,1
0.67,0.96,0.67,0.96,0.67,0.96,0.66,0.90,0.67,0.90,0.67,0.90,0.67,0.89,0.67,0.89,0.67,0.89,1
0.64,0.97,0.64,0.97,0.64,0.97,0.62,0.89,0.64,0.89,0.65,0.89,0.63,0.89,0.64,0.89,0.64,0.89,1
0.70,0.96,0.71,0.96,0.71,0.96,0.70,0.89,0.70,0.89,0.71,0.89,0.70,0.89,0.70,0.89,0.71,0.89,1
0.72,0.97,0.72,0.97,0.72,0.97,0.71,0.89,0.72,0.89,0.73,0.89,0.72,0.89,0.72,0.89,0.72,0.89,1
0.73,0.97,0.73,0.97,0.74,0.97,0.73,0.89,0.74,0.89,0.74,0.89,0.73,0.89,0.74,0.89,0.74,0.89,1
0.50,0.97,0.50,0.97,0.50,0.97,0.48,0.89,0.50,0.89,0.52,0.89,0.49,0.89,0.50,0.89,0.50,0.89,1
0.68,0.97,0.69,0.97,0.69,0.97,0.68,0.89,0.69,0.89,0.70,0.89,0.68,0.89,0.69,0.89,0.69,0.89,1
0.83,0.97,0.83,0.97,0.83,0.97,0.82,0.89,0.83,0.89,0.85,0.89,0.83,0.89,0.84,0.89,0.84,0.89,1
0.81,0.97,0.82,0.97,0.82,0.97,0.80,0.89,0.81,0.89,0.82,0.89,0.80,0.90,0.80,0.90,0.81,0.90,1
0.83,0.42,0.83,0.42,0.83,0.42,0.83,0.35,0.88,0.35,0.94,0.35,0.88,0.35,0.88,0.35,0.89,0.35,1
0.39,0.65,0.40,0.65,0.40,0.65,0.38,0.65,0.40,0.65,0.42,0.65,0.39,0.65,0.40,0.65,0.40,0.65,1
0.35,0.65,0.36,0.65,0.36,0.65,0.33,0.65,0.36,0.65,0.38,0.65,0.35,0.65,0.36,0.65,0.36,0.65,1
0.25,0.65,0.25,0.65,0.26,0.65,0.23,0.65,0.25,0.65,0.27,0.65,0.25,0.65,0.25,0.65,0.26,0.65,1
0.29,0.65,0.29,0.65,0.30,0.65,0.27,0.65,0.29,0.65,0.31,0.65,0.29,0.65,0.29,0.65,0.30,0.65,1
0.21,0.64,0.22,0.64,0.23,0.64,0.21,0.63,0.22,0.63,0.23,0.63,0.22,0.63,0.22,0.63,0.22,0.63,1
0.42,0.64,0.43,0.64,0.43,0.64,0.42,0.63,0.43,0.63,0.44,0.63,0.42,0.63,0.43,0.63,0.43,0.63,1
0.24,0.64,0.27,0.64,0.31,0.64,0.23,0.63,0.27,0.63,0.31,0.63,0.27,0.63,0.27,0.63,0.28,0.63,1
0.34,0.64,0.38,0.64,0.41,0.64,0.33,0.63,0.38,0.63,0.42,0.63,0.37,0.63,0.38,0.63,0.38,0.63,1
0.86,0.64,0.88,0.64,0.90,0.64,0.83,0.63,0.88,0.63,0.94,0.63,0.88,0.63,0.88,0.63,0.89,0.63,1
0.76,0.70,0.78,0.70,0.80,0.70,0.74,0.69,0.78,0.69,0.81,0.69,0.77,0.69,0.78,0.69,0.78,0.69,1
0.44,0.64,0.46,0.64,0.48,0.64,0.44,0.63,0.46,0.63,0.48,0.63,0.46,0.63,0.46,0.63,0.47,0.63,1
0.04,0.96,0.05,0.96,0.05,0.96,0.04,0.91,0.04,0.91,0.05,0.91,0.05,0.89,0.05,0.89,0.06,0.89,0
0.05,0.96,0.05,0.96,0.06,0.96,0.05,0.89,0.05,0.89,0.06,0.89,0.04,0.90,0.04,0.90,0.05,0.90,0
0.07,0.97,0.07,0.97,0.08,0.97,0.06,0.89,0.07,0.89,0.09,0.89,0.09,0.89,0.09,0.89,0.10,0.89,0
0.09,0.95,0.09,0.95,0.09,0.95,0.09,0.89,0.09,0.89,0.10,0.89,0.07,0.89,0.07,0.89,0.08,0.89,0
0.10,0.96,0.11,0.96,0.11,0.96,0.10,0.89,0.10,0.89,0.11,0.89,0.12,0.89,0.12,0.89,0.13,0.89,0
0.12,0.97,0.12,0.97,0.13,0.97,0.11,0.89,0.12,0.89,0.14,0.89,0.10,0.89,0.10,0.89,0.11,0.89,0
0.15,0.96,0.15,0.96,0.15,0.96,0.14,0.89,0.15,0.89,0.16,0.89,0.17,0.89,0.17,0.89,0.18,0.89,0
0.17,0.96,0.17,0.96,0.18,0.96,0.16,0.89,0.17,0.89,0.18,0.89,0.15,0.89,0.15,0.89,0.15,0.89,0
0.48,0.23,0.48,0.23,0.48,0.23,0.48,0.17,0.48,0.17,0.49,0.17,0.49,0.16,0.49,0.16,0.50,0.16,0
0.49,0.23,0.49,0.23,0.50,0.23,0.49,0.17,0.49,0.17,0.50,0.17,0.48,0.17,0.48,0.17,0.49,0.17,0
0.65,0.04,0.66,0.04,0.67,0.04,0.65,0.04,0.66,0.04,0.67,0.04,0.80,0.17,0.80,0.17,0.81,0.17,0
0.80,0.23,0.80,0.23,0.80,0.23,0.80,0.17,0.80,0.17,0.81,0.17,0.66,0.04,0.66,0.04,0.67,0.04,0
0.80,0.23,0.80,0.23,0.80,0.23,0.80,0.17,0.80,0.17,0.81,0.17,0.64,0.04,0.65,0.04,0.65,0.04,0
0.80,0.23,0.80,0.23,0.80,0.23,0.80,0.17,0.80,0.17,0.81,0.17,0.77,0.18,0.78,0.18,0.78,0.18,0
0.78,0.24,0.78,0.24,0.78,0.24,0.77,0.19,0.78,0.19,0.78,0.19,0.80,0.17,0.80,0.17,0.81,0.17,0
0.78,0.24,0.78,0.24,0.78,0.24,0.77,0.19,0.78,0.19,0.78,0.19,0.80,0.15,0.80,0.15,0.81,0.15,0
0.78,0.24,0.78,0.24,0.78,0.24,0.77,0.19,0.78,0.19,0.78,0.19,0.72,0.17,0.72,0.17,0.73,0.17,0
0.72,0.23,0.72,0.23,0.73,0.23,0.72,0.17,0.72,0.17,0.73,0.17,0.77,0.18,0.78,0.18,0.78,0.18,0
0.72,0.23,0.72,0.23,0.73,0.23,0.72,0.17,0.72,0.17,0.73,0.17,0.77,0.17,0.77,0.17,0.77,0.17,0
0.72,0.23,0.72,0.23,0.73,0.23,0.72,0.17,0.72,0.17,0.73,0.17,0.77,0.15,0.77,0.15,0.77,0.15,0
0.72,0.23,0.72,0.23,0.73,0.23,0.72,0.17,0.72,0.17,0.73,0.17,0.66,0.17,0.66,0.17,0.67,0.17,0
0.66,0.23,0.66,0.23,0.66,0.23,0.66,0.17,0.66,0.17,0.67,0.17,0.72,0.17,0.72,0.17,0.73,0.17,0
0.66,0.23,0.66,0.23,0.66,0.23,0.66,0.17,0.66,0.17,0.67,0.17,0.72,0.15,0.73,0.15,0.73,0.15,0
0.66,0.23,0.66,0.23,0.66,0.23,0.66,0.17,0.66,0.17,0.67,0.17,0.80,0.04,0.80,0.04,0.80,0.04,0
0.79,0.04,0.80,0.04,0.81,0.04,0.78,0.04,0.80,0.04,0.82,0.04,0.66,0.17,0.66,0.17,0.67,0.17,0
0.79,0.04,0.80,0.04,0.81,0.04,0.78,0.04,0.80,0.04,0.82,0.04,0.66,0.15,0.66,0.15,0.67,0.15,0
0.79,0.04,0.80,0.04,0.81,0.04,0.78,0.04,0.80,0.04,0.82,0.04,0.74,0.04,0.75,0.04,0.75,0.04,0
0.73,0.04,0.75,0.04,0.76,0.04,0.72,0.04,0.75,0.04,0.78,0.04,0.80,0.04,0.80,0.04,0.80,0.04,0
0.68,0.04,0.69,0.04,0.71,0.04,0.67,0.04,0.69,0.04,0.72,0.04,0.75,0.11,0.75,0.11,0.76,0.11,0
0.75,0.24,0.76,0.24,0.76,0.24,0.74,0.11,0.75,0.11,0.77,0.11,0.69,0.04,0.69,0.04,0.70,0.04,0
0.69,0.23,0.69,0.23,0.69,0.23,0.67,0.11,0.69,0.11,0.71,0.11,0.37,0.04,0.38,0.04,0.39,0.04,0
0.36,0.04,0.38,0.04,0.39,0.04,0.32,0.04,0.38,0.04,0.44,0.04,0.69,0.11,0.69,0.11,0.69,0.11,0
0.36,0.04,0.38,0.04,0.39,0.04,0.32,0.04,0.38,0.04,0.44,0.04,0.15,0.20,0.15,0.20,0.16,0.20,0
0.16,0.23,0.16,0.23,0.16,0.23,0.14,0.20,0.15,0.20,0.17,0.20,0.31,0.04,0.32,0.04,0.32,0.04,0
0.29,0.04,0.30,0.04,0.31,0.04,0.29,0.04,0.30,0.04,0.31,0.04,0.16,0.04,0.16,0.04,0.17,0.04,0
0.15,0.04,0.16,0.04,0.17,0.04,0.14,0.04,0.16,0.04,0.18,0.04,0.30,0.04,0.30,0.04,0.31,0.04,0
0.20,0.04,0.21,0.04,0.23,0.04,0.18,0.04,0.21,0.04,0.25,0.04,0.26,0.04,0.27,0.04,0.27,0.04,0
0.25,0.04,0.27,0.04,0.28,0.04,0.24,0.04,0.27,0.04,0.29,0.04,0.21,0.04,0.21,0.04,0.22,0.04,0
0.17,0.25,0.17,0.25,0.17,0.25,0.16,0.10,0.17,0.10,0.17,0.10,0.18,0.20,0.19,0.20,0.19,0.20,0
0.18,0.24,0.19,0.24,0.19,0.24,0.17,0.20,0.19,0.20,0.20,0.20,0.16,0.10,0.17,0.10,0.17,0.10,0
0.21,0.24,0.21,0.24,0.22,0.24,0.20,0.20,0.21,0.20,0.23,0.20,0.24,0.20,0.24,0.20,0.24,0.20,0
0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.20,0.24,0.20,0.25,0.20,0.21,0.20,0.21,0.20,0.22,0.20,0
0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.20,0.24,0.20,0.25,0.20,0.20,0.15,0.20,0.15,0.21,0.15,0
0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.20,0.24,0.20,0.25,0.20,0.27,0.20,0.27,0.20,0.28,0.20,0
0.28,0.24,0.28,0.24,0.28,0.24,0.25,0.20,0.27,0.20,0.29,0.20,0.24,0.20,0.24,0.20,0.24,0.20,0
0.28,0.24,0.28,0.24,0.28,0.24,0.25,0.20,0.27,0.20,0.29,0.20,0.30,0.20,0.30,0.20,0.31,0.20,0
0.30,0.23,0.30,0.23,0.30,0.23,0.29,0.20,0.30,0.20,0.31,0.20,0.27,0.15,0.28,0.15,0.28,0.15,0
0.46,0.04,0.48,0.04,0.50,0.04,0.45,0.04,0.48,0.04,0.52,0.04,0.58,0.04,0.58,0.04,0.59,0.04,0
0.57,0.04,0.58,0.04,0.60,0.04,0.52,0.04,0.58,0.04,0.64,0.04,0.48,0.04,0.48,0.04,0.48,0.04,0
0.47,0.03,0.48,0.03,0.49,0.03,0.14,0.02,0.48,0.02,0.82,0.02,0.19,0.89,0.20,0.89,0.20,0.89,0
0.19,0.98,0.19,0.98,0.19,0.98,0.18,0.89,0.19,0.89,0.19,0.89,0.48,0.02,0.48,0.02,0.49,0.02,0
0.19,0.98,0.19,0.98,0.19,0.98,0.18,0.89,0.19,0.89,0.19,0.89,0.32,0.89,0.32,0.89,0.33,0.89,0
0.32,0.93,0.33,0.93,0.33,0.93,0.31,0.89,0.32,0.89,0.34,0.89,0.18,0.89,0.19,0.89,0.19,0.89,0
0.60,0.96,0.61,0.96,0.61,0.96,0.60,0.90,0.61,0.90,0.62,0.90,0.54,0.89,0.55,0.89,0.55,0.89,0
0.54,0.96,0.55,0.96,0.55,0.96,0.52,0.89,0.55,0.89,0.58,0.89,0.60,0.90,0.61,0.90,0.61,0.90,0
0.59,0.96,0.59,0.96,0.59,0.96,0.58,0.89,0.59,0.89,0.60,0.89,0.67,0.89,0.67,0.89,0.67,0.89,0
0.67,0.96,0.67,0.96,0.67,0.96,0.66,0.90,0.67,0.90,0.67,0.90,0.59,0.89,0.59,0.89,0.60,0.89,0
0.64,0.97,0.64,0.97,0.64,0.97,0.62,0.89,0.64,0.89,0.65,0.89,0.70,0.89,0.70,0.89,0.71,0.89,0
0.70,0.96,0.71,0.96,0.71,0.96,0.70,0.89,0.70,0.89,0.71,0.89,0.63,0.89,0.64,0.89,0.64,0.89,0
0.72,0.97,0.72,0.97,0.72,0.97,0.71,0.89,0.72,0.89,0.73,0.89,0.73,0.89,0.74,0.89,0.74,0.89,0
0.73,0.97,0.73,0.97,0.74,0.97,0.73,0.89,0.74,0.89,0.74,0.89,0.72,0.89,0.72,0.89,0.72,0.89,0
0.50,0.97,0.50,0.97,0.50,0.97,0.48,0.89,0.50,0.89,0.52,0.89,0.68,0.89,0.69,0.89,0.69,0.89,0
0.68,0.97,0.69,0.97,0.69,0.97,0.68,0.89,0.69,0.89,0.70,0.89,0.49,0.89,0.50,0.89,0.50,0.89,0
0.83,0.97,0.83,0.97,0.83,0.97,0.82,0.89,0.83,0.89,0.85,0.89,0.80,0.90,0.80,0.90,0.81,0.90,0
0.81,0.97,0.82,0.97,0.82,0.97,0.80,0.89,0.81,0.89,0.82,0.89,0.83,0.89,0.84,0.89,0.84,0.89,0
0.83,0.42,0.83,0.42,0.83,0.42,0.83,0.35,0.88,0.35,0.94,0.35,0.39,0.65,0.40,0.65,0.40,0.65,0
0.39,0.65,0.40,0.65,0.40,0.65,0.38,0.65,0.40,0.65,0.42,0.65,0.88,0.35,0.88,0.35,0.89,0.35,0
0.35,0.65,0.36,0.65,0.36,0.65,0.33,0.65,0.36,0.65,0.38,0.65,0.25,0.65,0.25,0.65,0.26,0.65,0
0.25,0.65,0.25,0.65,0.26,0.65,0.23,0.65,0.25,0.65,0.27,0.65,0.35,0.65,0.36,0.65,0.36,0.65,0
0.29,0.65,0.29,0.65,0.30,0.65,0.27,0.65,0.29,0.65,0.31,0.65,0.22,0.63,0.22,0.63,0.22,0.63,0
0.21,0.64,0.22,0.64,0.23,0.64,0.21,0.63,0.22,0.63,0.23,0.63,0.29,0.65,0.29,0.65,0.30,0.65,0
0.42,0.64,0.43,0.64,0.43,0.64,0.42,0.63,0.43,0.63,0.44,0.63,0.27,0.63,0.27,0.63,0.28,0.63,0
0.24,0.64,0.27,0.64,0.31,0.64,0.23,0.63,0.27,0.63,0.31,0.63,0.42,0.63,0.43,0.63,0.43,0.63,0
0.34,0.64,0.38,0.64,0.41,0.64,0.33,0.63,0.38,0.63,0.42,0.63,0.88,0.63,0.88,0.63,0.89,0.63,0
0.86,0.64,0.88,0.64,0.90,0.64,0.83,0.63,0.88,0.63,0.94,0.63,0.37,0.63,0.38,0.63,0.38,0.63,0
0.76,0.70,0.78,0.70,0.80,0.70,0.74,0.69,0.78,0.69,0.81,0.69,0.46,0.63,0.46,0.63,0.47,0.63,0
0.44,0.64,0.46,0.64,0.48,0.64,0.44,0.63,0.46,0.63,0.48,0.63,0.77,0.69,0.78,0.69,0.78,0.69,0
0.42,0.68,0.43,0.68,0.43,0.68,0.41,0.68,0.43,0.68,0.45,0.68,0.42,0.67,0.43,0.67,0.43,0.67,1
0.38,0.68,0.39,0.68,0.39,0.68,0.37,0.68,0.39,0.68,0.41,0.68,0.38,0.67,0.39,0.67,0.39,0.67,1
0.28,0.68,0.28,0.68,0.29,0.68,0.26,0.68,0.28,0.68,0.30,0.68,0.28,0.67,0.28,0.67,0.29,0.67,1
0.32,0.68,0.32,0.68,0.33,0.68,0.30,0.68,0.32,0.68,0.34,0.68,0.32,0.67,0.32,0.67,0.33,0.67,1
0.27,0.66,0.30,0.66,0.34,0.66,0.26,0.66,0.30,0.66,0.34,0.66,0.30,0.65,0.30,0.65,0.31,0.65,1
0.38,0.66,0.41,0.66,0.44,0.66,0.37,0.66,0.41,0.66,0.45,0.66,0.40,0.65,0.41,0.65,0.41,0.65,1
0.35,0.66,0.35,0.66,0.36,0.66,0.34,0.66,0.35,0.66,0.37,0.66,0.35,0.65,0.35,0.65,0.36,0.65,1
0.15,0.68,0.18,0.68,0.21,0.68,0.10,0.68,0.18,0.68,0.26,0.68,0.18,0.67,0.18,0.67,0.19,0.67,1
0.54,0.68,0.57,0.68,0.60,0.68,0.45,0.68,0.57,0.68,0.70,0.68,0.57,0.67,0.57,0.67,0.58,0.67,1
0.35,0.92,0.36,0.92,0.36,0.92,0.35,0.86,0.35,0.86,0.36,0.86,0.35,0.86,0.35,0.86,0.36,0.86,1
0.43,0.92,0.43,0.92,0.44,0.92,0.42,0.88,0.43,0.88,0.45,0.88,0.43,0.87,0.43,0.87,0.44,0.87,1
0.13,0.92,0.13,0.92,0.13,0.92,0.12,0.88,0.13,0.88,0.14,0.88,0.13,0.87,0.13,0.87,0.14,0.87,1
0.15,0.93,0.15,0.93,0.15,0.93,0.14,0.88,0.15,0.88,0.17,0.88,0.15,0.87,0.15,0.87,0.16,0.87,1
0.27,0.93,0.27,0.93,0.28,0.93,0.26,0.88,0.27,0.88,0.29,0.88,0.27,0.87,0.27,0.87,0.28,0.87,1
0.26,0.93,0.26,0.93,0.26,0.93,0.25,0.88,0.25,0.88,0.26,0.88,0.25,0.87,0.25,0.87,0.26,0.87,1
0.20,0.93,0.20,0.93,0.20,0.93,0.19,0.88,0.20,0.88,0.21,0.88,0.20,0.87,0.20,0.87,0.20,0.87,1
0.17,0.93,0.17,0.93,0.17,0.93,0.16,0.88,0.17,0.88,0.18,0.88,0.17,0.87,0.17,0.87,0.17,0.87,1
0.17,0.93,0.17,0.93,0.17,0.93,0.16,0.88,0.17,0.88,0.18,0.88,0.18,0.87,0.18,0.87,0.18,0.87,1
0.22,0.92,0.22,0.92,0.23,0.92,0.21,0.88,0.22,0.88,0.24,0.88,0.22,0.87,0.22,0.87,0.23,0.87,1
0.22,0.92,0.22,0.92,0.23,0.92,0.21,0.88,0.22,0.88,0.24,0.88,0.24,0.87,0.24,0.87,0.24,0.87,1
0.22,0.92,0.22,0.92,0.23,0.92,0.21,0.88,0.22,0.88,0.24,0.88,0.22,0.21,0.22,0.21,0.22,0.21,1
0.22,0.92,0.22,0.92,0.23,0.92,0.21,0.88,0.22,0.88,0.24,0.88,0.23,0.21,0.23,0.21,0.23,0.21,1
0.45,0.93,0.46,0.93,0.46,0.93,0.45,0.87,0.45,0.87,0.46,0.87,0.45,0.87,0.45,0.87,0.46,0.87,1
0.67,0.93,0.68,0.93,0.68,0.93,0.67,0.87,0.68,0.87,0.69,0.87,0.67,0.87,0.68,0.87,0.68,0.87,1
0.47,0.94,0.47,0.94,0.47,0.94,0.46,0.87,0.47,0.87,0.48,0.87,0.47,0.87,0.47,0.87,0.48,0.87,1
0.89,0.46,0.90,0.46,0.91,0.46,0.85,0.46,0.90,0.46,0.96,0.46,0.90,0.45,0.90,0.45,0.91,0.45,1
0.89,0.46,0.90,0.46,0.91,0.46,0.85,0.46,0.90,0.46,0.96,0.46,0.86,0.21,0.86,0.21,0.86,0.21,1
0.66,0.93,0.66,0.93,0.67,0.93,0.66,0.87,0.66,0.87,0.67,0.87,0.66,0.87,0.66,0.87,0.67,0.87,1
0.63,0.92,0.63,0.92,0.63,0.92,0.62,0.87,0.63,0.87,0.64,0.87,0.61,0.87,0.62,0.87,0.62,0.87,1
0.60,0.93,0.60,0.93,0.60,0.93,0.58,0.87,0.60,0.87,0.61,0.87,0.59,0.87,0.60,0.87,0.60,0.87,1
0.55,0.92,0.55,0.92,0.56,0.92,0.55,0.87,0.56,0.87,0.56,0.87,0.55,0.87,0.56,0.87,0.56,0.87,1
0.51,0.92,0.51,0.92,0.52,0.92,0.48,0.87,0.51,0.87,0.55,0.87,0.51,0.87,0.51,0.87,0.52,0.87,1
0.12,0.93,0.12,0.93,0.12,0.93,0.11,0.89,0.12,0.89,0.13,0.89,0.12,0.88,0.12,0.88,0.12,0.88,1
0.62,0.93,0.62,0.93,0.62,0.93,0.61,0.87,0.62,0.87,0.63,0.87,0.63,0.87,0.63,0.87,0.63,0.87,1
0.58,0.94,0.58,0.94,0.58,0.94,0.57,0.88,0.58,0.88,0.58,0.88,0.57,0.88,0.58,0.88,0.58,0.88,1
0.53,0.29,0.53,0.29,0.53,0.29,0.53,0.23,0.53,0.23,0.54,0.23,0.53,0.23,0.53,0.23,0.54,0.23,1
0.54,0.29,0.54,0.29,0.54,0.29,0.54,0.23,0.54,0.23,0.55,0.23,0.54,0.22,0.54,0.22,0.55,0.22,1
0.70,0.11,0.71,0.11,0.72,0.11,0.70,0.10,0.71,0.10,0.72,0.10,0.70,0.10,0.71,0.10,0.71,0.10,1
0.84,0.29,0.85,0.29,0.85,0.29,0.84,0.23,0.85,0.23,0.85,0.23,0.84,0.23,0.85,0.23,0.85,0.23,1
